id,answer,question,question_type
872,Yes,"Does the TechCrunch article discussing microblogging and public discourse platforms list a broader range of platforms including startups and new applications from larger tech companies compared to the TechCrunch article that mentions the homogenization of content on Social media platforms (TikTok, Instagram, Snapchat, Facebook, YouTube, and X)?",comparison_query
873,Sam Bankman-Fried,"Who is the individual that was portrayed as a trustworthy cryptocurrency figure, allegedly built a successful exchange on falsehoods, and is accused of using customer funds for a buyout and committing fraud for personal gain, as reported by Fortune, The Verge, and TechCrunch?",inference_query
874,Sam Bankman-Fried,"Who is the individual that, prior to the downfall of a cryptocurrency platform, was equated with a notable investor known for his acumen, portrayed himself as a reliable figure within the digital currency realm as reported by The Verge, and is accused by the prosecution of deliberate fraudulent actions for personal gain, according to TechCrunch?",inference_query
875,Yes,Does the TechCrunch article discussing the launch of DeepMind's next-generation chatbot Gemini suggest a different development in AI chatbot technology compared to the TechCrunch article about the general-purpose AI chatbot ChatGPT?,comparison_query
876,Sam Bankman-Fried,"Who is the individual that, according to articles from The Verge, Fortune, and TechCrunch, is alleged to have permitted withdrawals from a trading platform's revenue, used a colleague as a front for unauthorized access to customer funds, and is accused by the prosecution of committing fraud for personal gain?",inference_query
877,Sam Bankman-Fried,"Which individual is associated with the establishment of FTX, faced allegations of constructing the platform's success on falsehoods as reported by Fortune, was accused of misleading a potential investor about governance plans according to Cnbc, and has been charged with fraud and conspiracy, as covered by TechCrunch?",inference_query
878,Yes,"Between the TechCrunch report on Epic Games' antitrust battle with Google published before November 6, 2023, and the TechCrunch report on the class action antitrust suit filed against Google by a news publisher published before December 15, 2023, was there a consistent portrayal of Google's involvement in anticompetitive practices?",temporal_query
879,Federal Reserve,"Which institution, featured in articles from both 'Fortune' and 'The Sydney Morning Herald', has taken an aggressive stance on adjusting interest rates in response to economic data and inflation, particularly influencing the housing market reminiscent of the 1980s?",inference_query
880,Google,"Which company, according to TechCrunch, has both invested $26.3 billion to secure its position as the default search engine on multiple platforms in 2021 and has been accused of harming news publishers' revenue through anticompetitive practices?",inference_query
881,Yes,"Do both articles from Sporting News suggest that bettors have a variety of betting options, with one discussing prop bets for a specific NFL game and the other detailing betting options in team golf events?",comparison_query
882,Yes,"Does the article from The Verge suggest that Sam Bankman-Fried was aware of the financial discrepancies at FTX, while the TechCrunch article alleges that he knowingly committed fraud, or do both articles imply a level of awareness and intent by Sam Bankman-Fried regarding the financial issues at FTX?",comparison_query
883,Yes,"Does the 'Fortune' article claim that 'The Talking Heads' concert film ""Stop Making Sense"" had a theater re-release decades after its original showing, while the 'Polygon' article discusses a recent release of BTS's ""Yet to Come"" concert film, indicating a difference in the timing of the releases?",comparison_query
